latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-7.16396,-52.63208,306.46,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.75,0.65,N
-7.16268,-52.47938,306.55,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,292.45,0.8,N
-7.13591,-52.58593,303.11,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.48,0.62,N
-7.13534,-52.58964,307.62,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.13,0.62,N
-7.13058,-52.48187,310.53,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.45,0.9,N
-7.07544,-52.82243,307.72,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.9,1.58,N
-7.07038,-52.83353,307.32,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,292.18,0.96,N
-7.06981,-52.83716,305.33,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.31,0.96,N
-7.0841,-52.72271,306.29,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,289.59,1.11,N
-7.06698,-52.83298,324.55,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,292.57,2.28,N
-7.04485,-52.79578,304.42,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,290.18,0.99,N
-7.04201,-52.79158,300.93,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,287.25,0.99,N
-7.06925,-52.47733,304.44,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,293.43,1.61,N
-7.06124,-52.48368,309.82,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,293.25,1.65,N
-7.0091,-52.80154,303.55,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,290.59,0.59,N
-7.00569,-52.80106,303.03,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,290.25,0.59,N
-7.05548,-52.42888,307.68,0.42,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,292.51,0.95,N
-7.03311,-52.46006,305.11,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.54,0.61,N
-7.02967,-52.45956,306.47,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,292.2,0.61,N
-6.87099,-52.83667,314.14,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.66,1.43,N
-6.92546,-52.43256,304.5,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.55,0.76,N
-6.92202,-52.43204,301.7,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.11,0.5,N
-6.83355,-52.85368,303.42,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,290.68,1.17,N
-6.83299,-52.85732,306.23,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,290.58,1.35,N
-6.83072,-52.84952,307.37,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.11,1.17,N
-6.82959,-52.85678,318.51,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.7,1.35,N
-6.83015,-52.85315,323.3,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.8,1.17,N
-6.8883,-52.43159,306.74,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.48,0.87,N
-6.88084,-52.43427,312.5,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.96,1.3,N
-6.72535,-52.67235,311.06,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.51,1.06,N
-6.70906,-52.41175,309.17,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.31,0.69,N
-6.15877,-52.75114,310.75,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,289.99,1.41,N
-6.15482,-52.75424,314.67,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,290.35,1.84,N
-6.15535,-52.72829,307.58,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,290.83,1.42,N
-5.99504,-53.62971,300.44,0.39,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,273.04,1.79,N
-5.99449,-53.6332,329.14,0.39,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,273.17,1.79,N
-5.99171,-53.6292,315.35,0.39,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,274.26,1.79,N
-5.99116,-53.63268,324.45,0.39,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,273.5,1.79,N
-6.12709,-52.73131,309.55,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,290.59,1.66,N
-5.98729,-53.63565,297.65,0.39,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,270.18,0.57,N
-5.98675,-53.63913,298.61,0.39,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,273.4,0.57,N
-6.12314,-52.73445,303.84,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,290.85,0.73,N
-6.1237,-52.7308,326.18,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.83,1.66,N
-6.04373,-53.20575,304.79,0.39,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,288.16,0.94,N
-6.08559,-52.65845,299.73,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,282.84,0.7,N
-6.0822,-52.6579,305.91,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,283.92,0.7,N
-5.90338,-53.71893,301.17,0.39,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,279.75,0.96,N
-5.90284,-53.7224,308.53,0.39,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,282.78,0.99,N
-5.90229,-53.72588,307.44,0.39,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,283.4,0.99,N
-5.9006,-53.71494,300.43,0.39,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,272.01,0.92,N
-5.90005,-53.71841,313.88,0.39,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,277.47,0.92,N
-5.89951,-53.72188,319.9,0.39,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,282.82,2.03,N
-5.89897,-53.72536,316.72,0.39,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,284.54,2.03,N
-5.89727,-53.71441,301.3,0.39,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,270.52,0.92,N
-5.89673,-53.71789,314.23,0.39,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,274.05,0.92,N
-5.89618,-53.72136,318.41,0.39,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,280.66,2.03,N
-5.8934,-53.71737,298.15,0.39,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,271.22,0.49,N
-5.88252,-53.78686,303.24,0.39,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,288.49,1.54,N
-5.88307,-53.78339,323.12,0.39,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,289.48,1.54,N
-5.82816,-53.83547,300.35,0.38,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,280.87,0.59,N
-5.82483,-53.83495,303.12,0.38,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,283.64,0.59,N
-7.1788,-52.62679,306.97,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.5,1.4,N
-7.17824,-52.63048,302.32,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.43,1.4,N
-7.1748,-52.62998,315.12,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,293.07,1.4,N
-7.17537,-52.6263,323.37,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,292.94,1.4,N
-7.17137,-52.62949,309.95,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,292.91,1.79,N
-7.16795,-52.62895,319.2,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,293.59,1.79,N
-7.16452,-52.6284,303.24,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.73,0.65,N
-6.63971,-52.45932,314.62,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,292.57,1.72,N
-6.63627,-52.45883,315.46,0.41,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,292.91,1.94,N
-6.47277,-53.21779,302.09,0.39,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,289.18,1.44,N
-6.39777,-52.73927,306.63,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,290.57,0.75,N
-6.38361,-52.74082,306.98,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,290.28,0.52,N
-6.38305,-52.74446,302.92,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,289.97,0.38,N
-6.28958,-52.62523,317.2,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.11,2.34,N
-6.28901,-52.62889,325.69,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.91,2.34,N
-6.28617,-52.62471,304.63,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,290.75,0.8,N
-6.28561,-52.62836,312.58,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,291.11,0.8,N
-6.2822,-52.62785,304.79,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,290.77,0.8,N
-6.28164,-52.6315,302.61,0.4,0.37,2022-09-01,0457,N,VIIRS,n,2.0NRT,290.38,0.87,N
-6.01399,-53.8572,301.14,0.38,0.36,2022-09-01,0457,N,VIIRS,n,2.0NRT,281.6,0.8,N
-6.37196,-52.68689,351.79,0.36,0.57,2022-09-01,1737,N,VIIRS,n,2.0NRT,294.82,7.47,D
-6.35736,-52.6041,336.49,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,301.77,7.19,D
-6.45156,-53.14002,367,0.33,0.56,2022-09-01,1737,N,VIIRS,h,2.0NRT,302.48,12.19,D
-6.38173,-52.74237,367,0.36,0.57,2022-09-01,1737,N,VIIRS,h,2.0NRT,291.92,6.12,D
-6.37484,-52.70328,367,0.36,0.57,2022-09-01,1737,N,VIIRS,h,2.0NRT,296.1,12.17,D
-6.47257,-53.23004,356.38,0.33,0.55,2022-09-01,1737,N,VIIRS,n,2.0NRT,296.93,7.57,D
-6.47206,-53.22713,349.98,0.33,0.55,2022-09-01,1737,N,VIIRS,n,2.0NRT,297.28,10.13,D
-6.38701,-52.74144,332.03,0.36,0.57,2022-09-01,1737,N,VIIRS,n,2.0NRT,290.25,6.12,D
-6.36737,-52.62973,335,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,296.96,4.51,D
-6.3662,-52.62309,342.39,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,298.63,8.36,D
-6.36503,-52.61644,350.71,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,301.44,9.95,D
-6.36211,-52.59985,339.6,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,301.52,8.94,D
-6.38014,-52.70237,367,0.36,0.57,2022-09-01,1737,N,VIIRS,h,2.0NRT,298.19,12.17,D
-6.36678,-52.62641,367,0.36,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,298.82,8.36,D
-6.36329,-52.60656,367,0.36,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,302.27,7.19,D
-6.36271,-52.60324,367,0.36,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,302.43,7.19,D
-6.39229,-52.74053,352,0.36,0.57,2022-09-01,1737,N,VIIRS,n,2.0NRT,290.95,6.57,D
-6.37038,-52.61564,345.4,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,300.74,5.49,D
-6.3698,-52.61232,331.85,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,299.52,2.94,D
-6.36922,-52.60903,349.84,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,301.59,2.94,D
-6.36806,-52.60241,331.96,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,300.42,4.86,D
-6.39701,-52.73638,351.72,0.36,0.57,2022-09-01,1737,N,VIIRS,n,2.0NRT,292.09,13.06,D
-6.37457,-52.60823,333.6,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,299.28,2.94,D
-6.39758,-52.73966,367,0.36,0.57,2022-09-01,1737,N,VIIRS,h,2.0NRT,291.82,6.57,D
-6.39316,-52.68318,334.82,0.36,0.57,2022-09-01,1737,N,VIIRS,n,2.0NRT,294.08,1.55,D
-6.36636,-52.52989,339.28,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,302.39,4.84,D
-6.36576,-52.52649,350.66,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,302.47,4.84,D
-6.36517,-52.52308,354.33,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,302.08,6.05,D
-6.36457,-52.51966,333.93,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,299.62,6.05,D
-6.45415,-53.0024,330.28,0.34,0.56,2022-09-01,1737,N,VIIRS,n,2.0NRT,298.47,4.16,D
-6.38465,-52.60307,336.09,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,300.44,2.91,D
-6.38407,-52.59971,334.63,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,300.05,2.91,D
-6.40149,-52.66828,346.51,0.36,0.57,2022-09-01,1737,N,VIIRS,n,2.0NRT,296.82,4.99,D
-6.49965,-53.20419,352.39,0.33,0.55,2022-09-01,1737,N,VIIRS,n,2.0NRT,299.14,4.88,D
-6.49912,-53.20109,330.66,0.33,0.55,2022-09-01,1737,N,VIIRS,n,2.0NRT,297.87,4.88,D
-6.49807,-53.19501,332.08,0.33,0.55,2022-09-01,1737,N,VIIRS,n,2.0NRT,293.39,6.75,D
-6.58229,-53.62558,349.41,0.62,0.54,2022-09-01,1737,N,VIIRS,n,2.0NRT,300.93,15.71,D
-6.53983,-53.37717,333.12,0.32,0.55,2022-09-01,1737,N,VIIRS,n,2.0NRT,303.93,2.71,D
-6.58724,-53.62467,332.23,0.62,0.54,2022-09-01,1737,N,VIIRS,n,2.0NRT,300.37,9.87,D
-6.54636,-53.38498,351.15,0.32,0.55,2022-09-01,1737,N,VIIRS,n,2.0NRT,303.98,3.46,D
-6.54586,-53.38208,332.03,0.32,0.55,2022-09-01,1737,N,VIIRS,l,2.0NRT,302.64,3.46,D
-6.54537,-53.3792,334.29,0.32,0.55,2022-09-01,1737,N,VIIRS,n,2.0NRT,301.42,3.26,D
-6.5277,-53.27586,332.23,0.33,0.55,2022-09-01,1737,N,VIIRS,n,2.0NRT,298.02,2.24,D
-6.53682,-53.29861,341.15,0.32,0.55,2022-09-01,1737,N,VIIRS,n,2.0NRT,303.98,3.2,D
-6.37625,-52.36322,340.88,0.38,0.59,2022-09-01,1737,N,VIIRS,n,2.0NRT,302.13,6.18,D
-6.38165,-52.36217,350.11,0.38,0.59,2022-09-01,1737,N,VIIRS,n,2.0NRT,305.36,8.4,D
-6.56005,-53.37384,342.68,0.32,0.55,2022-09-01,1737,N,VIIRS,n,2.0NRT,303.71,3.58,D
-6.48329,-52.92295,367,0.35,0.56,2022-09-01,1737,N,VIIRS,h,2.0NRT,294.46,7.53,D
-6.58699,-53.50236,348.2,0.63,0.54,2022-09-01,1737,N,VIIRS,n,2.0NRT,301.19,7.25,D
-6.48851,-52.9221,350.9,0.35,0.56,2022-09-01,1737,N,VIIRS,n,2.0NRT,296.36,6.6,D
-6.39902,-52.36587,339.57,0.38,0.59,2022-09-01,1737,N,VIIRS,n,2.0NRT,299.85,6.2,D
-6.53892,-53.1564,343.83,0.33,0.55,2022-09-01,1737,N,VIIRS,n,2.0NRT,298.79,20.24,D
-6.44671,-52.61292,337.87,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,292.75,3.52,D
-6.4434,-52.59347,339.59,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,297.94,9.28,D
-6.44061,-52.57711,343.97,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,300.49,5.46,D
-6.53942,-53.15936,367,0.33,0.55,2022-09-01,1737,N,VIIRS,h,2.0NRT,305.98,20.24,D
-6.44394,-52.59662,367,0.36,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,301.62,5.51,D
-6.50577,-52.92897,338.65,0.34,0.56,2022-09-01,1737,N,VIIRS,n,2.0NRT,293.23,3.8,D
-6.50524,-52.92586,339.31,0.34,0.56,2022-09-01,1737,N,VIIRS,n,2.0NRT,295.81,3.8,D
-6.45764,-52.64497,334.63,0.36,0.57,2022-09-01,1737,N,VIIRS,n,2.0NRT,296.34,3.4,D
-6.44976,-52.5986,334.03,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,297.28,5.51,D
-6.62125,-53.58398,352.26,0.62,0.54,2022-09-01,1737,N,VIIRS,n,2.0NRT,302.92,11.27,D
-6.58383,-53.36082,339.77,0.32,0.55,2022-09-01,1737,N,VIIRS,n,2.0NRT,307.43,2.85,D
-6.58136,-53.34612,334.52,0.32,0.55,2022-09-01,1737,N,VIIRS,n,2.0NRT,304.24,3.08,D
-6.54915,-53.15454,354.57,0.33,0.55,2022-09-01,1737,N,VIIRS,n,2.0NRT,297.12,12.49,D
-6.45281,-52.58424,355.93,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,303.47,26.51,D
-6.54867,-53.1517,367,0.33,0.55,2022-09-01,1737,N,VIIRS,h,2.0NRT,302.18,24.67,D
-6.45225,-52.58092,367,0.36,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,300.87,26.51,D
-6.45813,-52.58323,353.83,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,306.97,26.51,D
-6.45757,-52.5799,367,0.36,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,310.39,26.51,D
-6.54153,-53.16109,353.5,0.33,0.55,2022-09-01,1737,N,VIIRS,n,2.0NRT,298.43,17.18,D
-6.44141,-52.59707,339.78,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,296.71,3.59,D
-6.54099,-53.15807,367,0.33,0.55,2022-09-01,1737,N,VIIRS,h,2.0NRT,307.93,20.9,D
-6.62093,-53.58254,346.6,0.62,0.54,2022-09-01,1737,N,VIIRS,n,2.0NRT,302.81,16,D
-6.58183,-53.35991,336.12,0.32,0.55,2022-09-01,1737,N,VIIRS,l,2.0NRT,308.45,5.22,D
-6.54558,-53.15415,353.18,0.33,0.55,2022-09-01,1737,N,VIIRS,n,2.0NRT,298.15,20.9,D
-6.54509,-53.15139,340.47,0.33,0.55,2022-09-01,1737,N,VIIRS,n,2.0NRT,295.65,9.73,D
-6.50565,-52.92821,348.49,0.34,0.56,2022-09-01,1737,N,VIIRS,n,2.0NRT,294.47,3.96,D
-6.5051,-52.92511,331.45,0.34,0.56,2022-09-01,1737,N,VIIRS,n,2.0NRT,295.76,3.96,D
-6.44722,-52.59884,332.74,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,298.77,3.59,D
-6.44662,-52.59545,355.36,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,302.63,3.59,D
-6.55071,-53.15328,355.65,0.33,0.55,2022-09-01,1737,N,VIIRS,n,2.0NRT,296.39,11.4,D
-6.55021,-53.15047,355.86,0.33,0.55,2022-09-01,1737,N,VIIRS,n,2.0NRT,297.31,12.65,D
-6.4613,-52.64728,333.03,0.36,0.57,2022-09-01,1737,N,VIIRS,n,2.0NRT,297.8,3.1,D
-6.46072,-52.64402,332.21,0.36,0.57,2022-09-01,1737,N,VIIRS,n,2.0NRT,298.5,4.95,D
-6.45017,-52.58452,367,0.36,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,299.16,25.31,D
-6.82588,-52.28354,355.41,0.38,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,309.36,13.46,D
-6.82527,-52.28012,341.35,0.38,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,300.73,13.46,D
-6.87401,-52.46022,367,0.36,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,301.44,7.8,D
-6.8817,-52.47257,353.71,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,300.96,11.85,D
-6.88053,-52.46597,342.4,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,300.78,9.92,D
-6.87936,-52.45936,354.68,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,302.97,12.68,D
-6.87283,-52.4225,341.44,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,301.24,29.01,D
-6.87223,-52.4191,353.16,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,302.84,29.01,D
-6.87162,-52.4157,347.36,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,311.36,52.62,D
-6.88111,-52.46925,367,0.36,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,305.1,9.92,D
-6.87102,-52.41228,367,0.37,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,305.13,52.62,D
-6.87759,-52.41824,293.82,0.37,0.58,2022-09-01,1737,N,VIIRS,l,2.0NRT,312.72,29.01,D
-6.88646,-52.46838,343.52,0.36,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,301.93,9.92,D
-6.88178,-52.44193,349.83,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,301.69,8.32,D
-6.88061,-52.43531,344.58,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,302.69,7.07,D
-6.8788,-52.42505,342.49,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,302.15,9.91,D
-6.877,-52.41486,357.44,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,318.5,52.62,D
-6.87639,-52.41145,357.08,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,313.83,52.62,D
-6.82544,-52.12395,332.26,0.39,0.59,2022-09-01,1737,N,VIIRS,n,2.0NRT,295.92,5.49,D
-6.8812,-52.43864,367,0.37,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,303.39,8.32,D
-6.88001,-52.43191,367,0.37,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,303.58,7.07,D
-6.87819,-52.42163,367,0.37,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,306.44,29.01,D
-6.87579,-52.40805,367,0.37,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,304.07,33.05,D
-6.82485,-52.12063,367,0.39,0.59,2022-09-01,1737,N,VIIRS,h,2.0NRT,296.23,9.99,D
-6.88538,-52.43106,208,0.37,0.58,2022-09-01,1737,N,VIIRS,l,2.0NRT,313.81,29.83,D
-6.88711,-52.44091,343.58,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,300.23,4.89,D
-6.88653,-52.4376,347.26,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,301.73,4.89,D
-6.88236,-52.41395,352.94,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,306.41,19.75,D
-6.88595,-52.43434,367,0.37,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,302.66,29.83,D
-6.88477,-52.42766,367,0.37,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,302.57,60.94,D
-6.88176,-52.41057,367,0.37,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,308.54,19.75,D
-6.88115,-52.40714,367,0.37,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,308.39,19.33,D
-6.89188,-52.43672,336.52,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,300.46,4.89,D
-6.8913,-52.43342,334.31,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,302.12,29.83,D
-6.89073,-52.43014,367,0.37,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,304.32,29.83,D
-6.89012,-52.42669,367,0.37,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,306.81,60.94,D
-6.89781,-52.43908,350.8,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,304.78,27.73,D
-6.89545,-52.42565,351.96,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,302.87,11.54,D
-6.85529,-52.19745,334,0.38,0.59,2022-09-01,1737,N,VIIRS,n,2.0NRT,303.43,2.79,D
-6.89723,-52.43579,367,0.37,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,304.91,27.73,D
-6.89664,-52.43245,367,0.37,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,301.21,11.14,D
-6.89605,-52.42909,367,0.37,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,303.87,11.14,D
-6.90255,-52.43469,350.14,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,304.25,27.73,D
-6.90137,-52.42796,348.14,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,305.52,11.14,D
-6.86074,-52.1966,339.81,0.38,0.59,2022-09-01,1737,N,VIIRS,n,2.0NRT,304.8,2.79,D
-6.90195,-52.4313,367,0.37,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,307.96,11.14,D
-6.91914,-52.43511,356.84,0.37,0.58,2022-09-01,1737,N,VIIRS,l,2.0NRT,299.85,16.82,D
-6.94867,-52.60486,345.17,0.36,0.57,2022-09-01,1737,N,VIIRS,n,2.0NRT,301.14,3.99,D
-6.91973,-52.43846,354.41,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,297.5,7.96,D
-6.99015,-52.84397,367,0.34,0.56,2022-09-01,1737,N,VIIRS,h,2.0NRT,301.67,12.47,D
-6.92158,-52.41746,345.53,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,292.99,5.33,D
-7.00004,-52.83931,334.04,0.34,0.56,2022-09-01,1737,N,VIIRS,n,2.0NRT,302.11,4.19,D
-6.99851,-52.83041,334.86,0.34,0.56,2022-09-01,1737,N,VIIRS,n,2.0NRT,300.84,2.17,D
-6.99799,-52.82742,333.66,0.34,0.56,2022-09-01,1737,N,VIIRS,n,2.0NRT,300.88,2.17,D
-6.92692,-52.41647,350.98,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,302.81,15.06,D
-6.92925,-52.42988,367,0.37,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,299.25,44.31,D
-6.92867,-52.42653,367,0.37,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,302.1,24.45,D
-6.92809,-52.42319,367,0.37,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,299.94,24.45,D
-6.92751,-52.41983,367,0.37,0.58,2022-09-01,1737,N,VIIRS,h,2.0NRT,307.36,15.06,D
-7.00524,-52.83843,349.66,0.34,0.56,2022-09-01,1737,N,VIIRS,n,2.0NRT,302.47,4.19,D
-6.93575,-52.43562,341.85,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,301.18,33.27,D
-6.93517,-52.43229,349.76,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,306.75,44.31,D
-6.9346,-52.42895,355.85,0.37,0.58,2022-09-01,1737,N,VIIRS,n,2.0NRT,309.89,44.31,D
